"id","name","installed_capacity_MW","pumping_MW","type","country_code","lat","lon","dam_height_m","volume_Mm3","storage_capacity_MWh","avg_annual_generation_GWh"
"H2951","Wasserkraftwerk Olnhausen",0.11,"","HROR","DE",49.312249,9.444471,"","","",""
"H2952","Wasserkraftwerk Priorei",0.11,"","HROR","DE",51.287336,7.519921,"","","",""
"H2953","Mümlingkraftwerk",0.11,"","HROR","DE",49.840746,9.049899,"","","",""
"H2954","Wasserkraftwerk Dermbach",0.11,"","HROR","DE",50.72516,10.136345,"","","",""
"H2955","Wasserkraftwerk Pratzschwitz in Pirna",0.11,"","HROR","DE",50.967657,13.90287,"","","",""
"H2956","WKW Pfullingen T15 M1",0.11,"","HROR","DE",48.453127,9.232601,"","","",""
"H2957","WKW Pfullingen T15 M1",0.11,"","HROR","DE",48.453127,9.232601,"","","",""
"H2958",1,0.11,"","HROR","DE",49.515,12.254,"","","",""
"H2959","Wasserkraft Georgenthal 1",0.11,"","HROR","DE",50.46,12.721,"","","",""
"H296","Centrale di Bavona",164,"","HDAM","CH",46.401001,8.551,877,159,"",321
"H2960","Wasserkraft Georgenthal 2",0.11,"","HROR","DE",50.46,12.721,"","","",""
"H2961","Wasserkraftwerk Mühlthal",0.11,"","HROR","DE",48.153252,12.652327,"","","",""
"H2962","Wasserkraft",0.11,"","HROR","DE",48.874,8.708,"","","",""
"H2963","Wasserkraftwerk Dietldorf",0.108,"","HROR","DE",49.205998,11.943661,"","","",""
"H2964","Wasserkraftwerk Silberhütte",0.108,"","HROR","DE",51.695087,10.504184,"","","",""
"H2965","Wasserkraftwerk Meckesheim",0.107,"","HROR","DE",49.321511,8.815006,"","","",""
"H2966","WKW Eisenhammer",0.105,"","HROR","DE",50.321825,9.284242,"","","",""
"H2967","Generator 1",0.105,"","HROR","DE",51.496,9.281,"","","",""
"H2968","Generator 1",0.105,"","HROR","DE",51.496,9.281,"","","",""
"H2969","Ehrenzipfel; Flst 898/1",0.1,"","HROR","DE",50.4667,12.78333,"","","",""
"H297","Centrale di RobieiPS",192,162,"HPHS","CH",46.464001,8.546,338,126,6500,106
"H2970","Wasserkraftwerk Regenhütte",0.1,"","HROR","DE",49.075191,13.198353,"","","",""
"H2971","Ellermühle",0.1,"","HROR","DE",48.518,12.045,"","","",""
"H2972","Asbergmühle",0.1,"","HROR","DE",48.859034,13.274348,"","","",""
"H2973","Wasserkraftwerk Mittermurnthal",0.1,"","HROR","DE",49.373231,12.418529,"","","",""
"H2974","Wasser KW Gassen",0.1,"","HROR","DE",48.147874,12.642898,"","","",""
"H2975","KW Mühlthal",0.1,"","HROR","DE",48.153259,12.65211,"","","",""
"H2976","Frauenmühle",0.1,"","HROR","DE",48.866892,12.919306,"","","",""
"H2977","WKA Leinemühle",0.1,"","HROR","DE",51.459603,9.930895,"","","",""
"H2978","Tauberbischofsheim-Dittigheim",0.1,"","HROR","DE",49.609361,9.67722,"","","",""
"H2979","Wasserkraftwerk Teichtal St. Andreasberg",0.1,"","HROR","DE",51.715347,10.519599,"","","",""
"H2980","Wasserkraftwerk Kuhn",0.1,"","HROR","DE",49.486,9.816,"","","",""
"H2981","Wasserkraft Gen1",0.1,"","HROR","DE",49.537,12.15,"","","",""
"H2982","Wasserkraft Gen1",0.1,"","HROR","DE",49.537,12.15,"","","",""
"H2983","Wasserkraftwerk Steinenbach",0.099,"","HROR","DE",48.479754,8.150429,"","","",""
"H2984","Wasserkraftanlage Riedmühle Reichensachsen",0.099,"","HROR","DE",51.157262,9.992856,"","","",""
"H2985","WKW Paulusmühle",0.098,"","HROR","DE",48.744364,13.532512,"","","",""
"H2986","WKW-Provino T65",0.096,"","HROR","DE",48.363861,10.91483,"","","",""
"H2987","WKW Osu",0.0955,"","HROR","DE",48.211393,9.828948,"","","",""
"H2988","Wolfstein",0.0954,"","HROR","DE",51.879557,10.59984,"","","",""
"H2989","WKA Neumühle",0.095,"","HROR","DE",50.122363,11.970705,"","","",""
"H299","Kembs",162.1,"","HROR","FR",47.65534,7.51959,"","","",""
"H2990","Wasserkraft Elisenfels GbR",0.095,"","HROR","DE",50.046651,12.174458,"","","",""
"H2991","Wasserkraftanlage Wilischthal-Beiwerk (Amtsberg)",0.095,"","HROR","DE",50.726751,13.051811,"","","",""
"H2992","Wasserkraftwerk Zwiefaltendorf",0.095,"","HROR","DE",48.213778,9.518242,"","","",""
"H2993","Waagmühle Ziegen",0.095,"","HROR","DE",51.025954,9.195026,"","","",""
"H2994","Wasserkraftanlage Stecher Schleuse",0.095,"","HROR","DE",52.839435,13.902692,"","","",""
"H2995","Wasserkraftanlage Plaue",0.095,"","HROR","DE",52.402905,12.392864,"","","",""
"H2996","WKA Hettenbach Augsburg",0.095,"","HROR","DE",48.38879,10.885515,"","","",""
"H2997","Waagmühle",0.095,"","HROR","DE",51.025965,9.194833,"","","",""
"H2998","Wasserkraftwerk Pulvermühle",0.093,"","HROR","DE",50.893564,13.39225,"","","",""
"H2999","Großmühle",0.092,"","HROR","DE",49.203009,12.960259,"","","",""
"H3","Grand maison GRAND MAISON 1 - Grand Maison Pumped Storage Hydroelectric Power Station France",1690,1200,"HPHS","FR",45.20597,6.11719,955,132,34800,""
"H1740","St. martin",10,"","HDAM","AT",46.987392,15.091178,"","","",""
"H300","Mesochora Hydroelectric Power Plant Greece - Mesochora Hydroelectric Power Plant Greece",162,"","HDAM","EL",39.4644,21.3042,150,"","",""
"H3000","UlsterMühle Tann",0.091,"","HROR","DE",50.643821,10.019648,"","","",""
"H3001","Wasserkraftschnecke Fink",0.09,"","HROR","DE",48.91604,9.89209,"","","",""
"H3002","WKW-Sperlhammer",0.09,"","HROR","DE",49.613866,12.124321,"","","",""
"H3003","WKA Kollmussäge",0.09,"","HROR","DE",48.863282,13.407086,"","","",""
"H3004","Hammermühle Bad Kötzting",0.09,"","HROR","DE",49.171856,12.857273,"","","",""
"H3005","Wasserkraftanlage Bruchhausen",0.09,"","HROR","DE",51.706132,9.287336,"","","",""
"H3006","WKA-Alte Sägemühle",0.09,"","HROR","DE",48.766081,8.327134,"","","",""
"H3007","WKA Schlossmühle",0.09,"","HROR","DE",48.760848,8.338525,"","","",""
"H3008","Tauberbischofsheim-Dittigheim",0.09,"","HROR","DE",49.607122,9.678202,"","","",""
"H3009","WKA 1",0.09,"","HROR","DE",48.391912,8.673199,"","","",""
"H1835","Myczkowce Myczkowce Hydroelectric Power Plant Poland - Myczkowce Hydroelectric Power Plant Poland",8.095541401,"","HDAM","PL",49.4311,22.4084,"","","",""
"H3010","Wasserkraftanlage Nr. 91 am Kocher",0.09,"","HROR","DE",49.00319,9.806836,"","","",""
"H3011","Wasserkraftwerk Nr. T 37",0.09,"","HROR","DE",49.194708,9.21405,"","","",""
"H3012","WKA Neunbronn",0.09,"","HROR","DE",49.116756,9.865235,"","","",""
"H3013","E-Werk Zeisering",0.09,"","HROR","DE",48.773152,13.289622,"","","",""
"H3014","Kunstmühle Auhausen",0.09,"","HROR","DE",49.01129,10.583995,"","","",""
"H3015","Stadtmuehle Geisingen",0.09,"","HROR","DE",47.918872,8.632982,"","","",""
"H3016","Paulusmühle 1",0.09,"","HROR","DE",48.744568,13.531995,"","","",""
"H3017","Okertal 15 (Lumme I)",0.09,"","HROR","DE",51.880454,10.470846,"","","",""
"H3018","Schliersee Wasserkraft",0.09,"","HROR","DE",47.730196,11.845712,"","","",""
"H3019","WKW Pfullingen T15 M2",0.09,"","HROR","DE",48.453125,9.23257,"","","",""
"H302","VRUTOK G1 -  Mavrovo Vrutok Hydroelectric Power Plant Macedonia",162,"","HDAM","MK",41.771,20.84,62,277,"",350
"H3020","WKW Pfullingen T15 M2",0.09,"","HROR","DE",48.453125,9.23257,"","","",""
"H3021","EWBruckmühl",0.09,"","HROR","DE",48.122,12.576,"","","",""
"H3022","EWEisplatz",0.09,"","HROR","DE",48.131022,12.584229,"","","",""
"H3023","EW2",0.09,"","HROR","DE",48.337,11.838,"","","",""
"H3024","Wasserkraftwerk Staudenmühle Hof",0.09,"","HROR","DE",50.306601,11.935536,"","","",""
"H3025","Wasserkraftwerk Rosenhof",0.09,"","HROR","DE",49.4927,12.5098,"","","",""
"H3026","WolfKraft",0.089,"","HROR","DE",48.374898,8.283163,"","","",""
"H3027","Gleußener Mühle",0.085,"","HROR","DE",50.13926,10.89845,"","","",""
"H3028","Wasserkraftwerk Niedernjesa",0.085,"","HROR","DE",51.475201,9.923014,"","","",""
"H3029","Wasserkraftwerk Heinrich Hartmann (Dorfmühle)",0.085,"","HROR","DE",52.105664,10.16234,"","","",""
"H303","RAMA - Rama Hydroelectric Power Plant Bosnia and Herzegovina",161,"","HDAM","BA",43.757,17.743,100,466,303,650
"H3030","T 136 CR",0.085,"","HROR","DE",49.171543,10.045312,"","","",""
"H3031","WKW Riedmühle Tafertshofen",0.085,"","HROR","DE",48.207855,10.27003,"","","",""
"H3032","Wasserkraftanlage im Wasserbehälter WB01 Steinberg",0.0844,"","HROR","DE",50.789928,12.874137,"","","",""
"H3033","Kraftwerk Weitenbühl",0.084,"","HROR","DE",48.8,9.59,"","","",""
"H3034","WKA Stegmühle",0.084,"","HROR","DE",48.556185,12.546988,"","","",""
"H3035","Dotierkraftwerk Wyhlen am Fischlift",0.0833,"","HROR","DE",47.538259,7.706835,"","","",""
"H3036","Wasserkraft Pilgerspfad",0.083,"","HROR","DE",49.831818,9.123667,"","","",""
"H3037","Wasserkraftwerk Mauersberger",0.08,"","HROR","DE",50.693526,13.219791,"","","",""
"H3038","Elektrizitätswerk Martin",0.08,"","HROR","DE",49.874951,9.588888,"","","",""
"H3039","Wasserkraftwerk Fronberg/Schwandorf",0.08,"","HROR","DE",49.342506,12.125784,"","","",""
"H1399","Venamartello",20,"","HROR","IT",42.769944,13.410185,"","","",""
"H3040","Wasserkraftanlage Mutterer - Neumagen",0.08,"","HROR","DE",47.86526,7.800346,"","","",""
"H3041","Gefäll",0.08,"","HROR","DE",48.123268,8.096305,"","","",""
"H3042","Wasserkraftwerk Hürden",0.08,"","HROR","DE",49.22927,9.86415,"","","",""
"H3043","3126423 Wasserkraftanlage 1",0.08,"","HROR","DE",47.769301,10.304953,"","","",""
"H3044","Wasserkraftwerk Mühlbichl",0.08,"","HROR","DE",47.743847,10.581466,"","","",""
"H3045","KW Schauhbauer",0.08,"","HROR","DE",48.406436,11.469233,"","","",""
"H3046","Energiewerk Braun GbR",0.08,"","HROR","DE",47.96072,7.986076,"","","",""
"H3047","Wasserkraftanlage Rentschler T 154",0.08,"","HROR","DE",48.549668,8.716258,"","","",""
"H3048","Mühlgrabenturbine",0.08,"","HROR","DE",50.22,10.981,"","","",""
"H3049","Mühlgrabenturbine",0.08,"","HROR","DE",50.22,10.981,"","","",""
"H305","Hojum Hojum Hydroelectric Power Plant Sweden - Hojum Hydroelectric Power Plant Sweden",172,"","HROR","SE",58.2802,12.2785165,17,"","",1215
"H3050","WK-Anlage WST",0.08,"","HROR","DE",49.362,11.174,"","","",""
"H3051","AEM80",0.08,"","HROR","DE",49.96071,11.63968,"","","",""
"H3052","E-Werk",0.08,"","HROR","DE",47.925879,12.831653,"","","",""
"H3053","E-Werk",0.08,"","HROR","DE",47.925879,12.831653,"","","",""
"H3054","E-Werk",0.08,"","HROR","DE",47.925879,12.831653,"","","",""
"H3055","Ramie 2",0.0788,"","HROR","DE",48.106517,7.864628,"","","",""
"H3056","WKW-Stein",0.078,"","HROR","DE",49.510805,12.22419,"","","",""
"H3057","WKA Walkmühle",0.078,"","HROR","DE",49.38096,8.7886,"","","",""
"H3058","Kraftwerk Mohrenstein",0.078,"","HROR","DE",49.73701,12.233501,"","","",""
"H3059","WKA-Dasselpark GbR",0.075,"","HROR","DE",51.481488,8.257252,"","","",""
"H306","Happurg",160,"","HPHS","DE",49.48711,11.47441,"","","",""
"H3060","WKA Biegert",0.075,"","HROR","DE",48.803454,9.839621,"","","",""
"H3061","WKA Melchiorwehr",0.075,"","HROR","DE",48.580625,9.2579,"","","",""
"H3062","Wasserkraftanlage HB 02 Espenfeld",0.075,"","HROR","DE",50.812774,10.920596,"","","",""
"H3063","WKA Riedermühle",0.075,"","HROR","DE",49.192944,13.05337,"","","",""
"H3064","WKA Triebwerk Nützel",0.075,"","HROR","DE",49.494957,10.552984,"","","",""
"H3065","Elektrizitätswerk  Bergen",0.075,"","HROR","DE",47.791458,12.579887,"","","",""
"H3066","Laufwasserkraftwerk Selbitztalstraße",0.075,"","HROR","DE",50.328291,11.712392,"","","",""
"H3067","Kraftwerk Beilhack",0.075,"","HROR","DE",47.85027,12.1263,"","","",""
"H3068","Wasserkraftanlage HB 09 Bienstädt",0.075,"","HROR","DE",51.001582,10.849021,"","","",""
"H3069","WKA am Bärenpark",0.075,"","HROR","DE",48.39257,8.30981,"","","",""
"H307","Bergeforsen Bergeforsen Hydroelectric Power Station Sweden - Bergeforsen Hydroelectric Power Station Sweden",160,"","HROR","SE",62.5193565,17.3850875,36,"","",735
"H3070","Wasserkraftanlage ""Ottenheimer Mühle",0.075,"","HROR","DE",48.386478,7.75266,"","","",""
"H3071","Wasserkraftanlage Meißenheimer Mühle",0.075,"","HROR","DE",48.410748,7.770218,"","","",""
"H3072","Triebwerk T 66, Anlagen-Nr. 408 125 670",0.075,"","HROR","DE",48.61,9.45,"","","",""
"H3073","WKW B T22",0.075,"","HROR","DE",48.538162,8.397262,"","","",""
"H3074","E-Werk Thannhausen",0.075,"","HROR","DE",48.27826,10.471391,"","","",""
"H3075","Ehekirchmühle",0.075,"","HROR","DE",48.32023,10.49294,"","","",""
"H3076","Wasserkraftwerk Kölbl",0.075,"","HROR","DE",49.032645,13.149606,"","","",""
"H3077","WKA Obergurig/Arndt (ehemalige Papierfabrik)",0.075,"","HROR","DE",51.134568,14.406504,"","","",""
"H3078","WKA Gänsegarten",0.075,"","HROR","DE",48.5905,9.2383,"","","",""
"H3079","WKA Winkelhof",0.075,"","HROR","DE",48.386805,8.307135,"","","",""
"H3080","Wasserkraftanlage T 184 (Eyachmühle)",0.075,"","HROR","DE",48.780704,8.518315,"","","",""
"H3081","Wasserkraftwerk Firma Berger",0.075,"","HROR","DE",48.61268,9.448006,"","","",""
"H3082","WKW II",0.075,"","HROR","DE",48.149529,10.245124,"","","",""
"H3083","KKW",0.075,"","HROR","DE",47.813,10.567,"","","",""
"H3084","Wasserkraftwerk",0.075,"","HROR","DE",50.151,10.904,"","","",""
"H3085","Hausturbine",0.075,"","HROR","DE",50.22,10.981,"","","",""
"H3086","Hausturbine",0.075,"","HROR","DE",50.22,10.981,"","","",""
"H3087","Wasserkraftanlage Am Wehr",0.075,"","HROR","DE",51.112445,6.626601,"","","",""
"H3088","Neumühle",0.075,"","HROR","DE",47.753204,11.742502,"","","",""
"H3089","WKW Kuhmühle",0.0735,"","HROR","DE",50.40128,11.81577,"","","",""
"H309","Los Peares",159,"","HDAM","ES",42.465,-7.724,100.8,182,50000,""
"H3090","Rissinsel 1",0.072,"","HROR","DE",48.188244,9.826141,"","","",""
"H3091","EnergieWerk",0.072,"","HROR","DE",47.916547,8.073437,"","","",""
"H3092","Wasserkraftwerk Wörthmühle",0.07,"","HROR","DE",48.495452,12.424479,"","","",""
"H3093","WKW Rosshof",0.07,"","HROR","DE",47.610277,12.942516,"","","",""
"H3094","Tanneneck T12",0.07,"","HROR","DE",48.700768,8.744114,"","","",""
"H3095","WKW Schleifenhan",0.07,"","HROR","DE",50.152571,10.920315,"","","",""
"H3096","Hefelemühle",0.07,"","HROR","DE",48.891566,11.000514,"","","",""
"H3097","WKW Pfeiffer Schlöglmühle",0.07,"","HROR","DE",47.661,10.783,"","","",""
"H3098","WKA Warnthal",0.07,"","HROR","DE",49.383386,12.380682,"","","",""
"H3099","Wasserkraftwerk Wifling",0.068,"","HROR","DE",48.231992,11.887824,"","","",""
"H310","Castelo bode Castelo Bode - G1 - Castelo do Bode Hydroelectric Power Plant Portugal",159,"","HDAM","PT",39.5429,-8.3188,115,902.5,159500,396.5
"H3100","Steinenhausen",0.067,"","HROR","DE",50.086819,11.401549,"","","",""
"H3101","Obermühle Herbsleben",0.067,"","HROR","DE",51.121443,10.832759,"","","",""
"H3102","Wasserkraftwerk Mürsbach",0.066,"","HROR","DE",50.061116,10.867945,"","","",""
"H3103","Wasserkraftanlage Liepe",0.065,"","HROR","DE",52.8491,13.954902,"","","",""
"H3104","Wasserkraftanlage Stadtwerke Bad Herrenalb GmbH",0.064,"","HROR","DE",48.802138,8.439955,"","","",""
"H3105","Wasserkraftwerk Artur Mutter",0.063,"","HROR","DE",47.846529,7.985463,"","","",""
"H3106","WKA 2",0.063,"","HROR","DE",48.388168,8.676599,"","","",""
"H3107","WKW am Aufhamer Bach",0.0625,"","HROR","DE",47.46932,12.51932,"","","",""
"H3108","WKW I",0.062,"","HROR","DE",48.144982,10.245877,"","","",""
"H3109","Ausleitungskraftwerk Wiester",0.061,"","HROR","DE",48.362558,11.887288,"","","",""
"H311","Saint chamas SAINT CHAMAS - Saint Chamas Hydroelectric Power Station France",159,"","HDAM","FR",43.52741,5.07342,"","","",""
"H3110","Kraftwerk Schönnen",0.06,"","HROR","DE",49.62859,8.994899,"","","",""
"H3111","EW II",0.06,"","HROR","DE",48.336,11.836,"","","",""
"H3112","Hölzleinsmühle",0.06,"","HROR","DE",49.95303,11.606387,"","","",""
"H3113","Pertensteiner Mühle",0.06,"","HROR","DE",47.941794,12.594126,"","","",""
"H3114","Haberstumpfmühle",0.06,"","HROR","DE",49.623122,12.096796,"","","",""
"H3115","Hammermühle",0.06,"","HROR","DE",49.297624,11.790959,"","","",""
"H3116","WKA Knecht-Mühle",0.06,"","HROR","DE",49.40064,9.063767,"","","",""
"H3117","Wasserkraft Woebbel",0.06,"","HROR","DE",51.865997,9.10192,"","","",""
"H3118","Wasserkraftwerk Wiesenmühle Mobendorf",0.06,"","HROR","DE",50.958837,13.190744,"","","",""
"H3119","Häckermühle",0.06,"","HROR","DE",48.824722,8.788333,"","","",""
"H3120","WKA Sägewerk Schele",0.06,"","HROR","DE",47.658686,9.921478,"","","",""
"H3121","Wasserkraftwerk Lücköge",0.06,"","HROR","DE",51.32761,7.51639,"","","",""
"H3122","Wasserkraftwerk Walzenmühle Trier-Ehrang",0.06,"","HROR","DE",49.808406,6.683345,"","","",""
"H3123","Schnellinger Mühle",0.06,"","HROR","DE",48.655108,13.33997,"","","",""
"H3124","WKA Obermühle (""Schreinersäge"")",0.06,"","HROR","DE",48.970009,13.128176,"","","",""
"H3125","EW1",0.06,"","HROR","DE",48.324,11.841,"","","",""
"H3126","EWBruck",0.06,"","HROR","DE",48.116475,12.571996,"","","",""
"H3127","Wasserkraftwerk Auerhammer 3",0.06,"","HROR","DE",50.579227,12.687006,"","","",""
"H3128","WKW Dammer Mühle",0.06,"","HROR","DE",51.225,6.875,"","","",""
"H3129","Wasserkraft Alling",0.06,"","HROR","DE",48.983967,11.978167,"","","",""
"H313","Orphey Orfeus bulgeria HPP_ORFEUS_PUMP - Orfeus Pumped Storage Hydroelectric Power Plant Bulgeria",160,38,"HPHS","BG",41.9404,24.27,65.8,226.12,13150,154
"H3130","Wasserkraftanlage Unterdietfurt",0.06,"","HROR","DE",48.390922,12.664592,"","","",""
"H3131","E-Werk Mackenschleif",0.06,"","HROR","DE",49.174,12.474,"","","",""
"H3132","WKA Obermühle (Schreinersäge)",0.06,"","HROR","DE",48.97,13.128,"","","",""
"H3133","Wasserkraftwerk am Jenbach",0.06,"","HROR","DE",47.763,12.013,"","","",""
"H3134","E-Werk Jochenstein",0.059,"","HROR","DE",48.51534,13.72737,"","","",""
"H3135","WKW-Dießfurt",0.0575,"","HROR","DE",49.733668,11.972547,"","","",""
"H3136","Wasserkraftwerk Moosmühle",0.056,"","HROR","DE",48.693806,12.695283,"","","",""
"H3137","Stegen",0.056,"","HROR","DE",49.403912,12.417129,"","","",""
"H3138","Turbine im Hochbehälter Klieve",0.055,"","HROR","DE",51.571677,8.281897,"","","",""
"H3139","Gutenbiegen Waischenfeld",0.055,"","HROR","DE",49.851516,11.334638,"","","",""
"H3140","Wasserkraftwerk Wiesentmühle",0.055,"","HROR","DE",49.736643,11.139531,"","","",""
"H3141","Wasserkraftwerk Tränkmühle",0.055,"","HROR","DE",48.433221,11.100392,"","","",""
"H3142","WKA Bermersbach",0.055,"","HROR","DE",48.6922,8.3395,"","","",""
"H3143","WKW Rohrdorf",0.055,"","HROR","DE",48.574255,8.689591,"","","",""
"H3144","Untere Mühle",0.055,"","HROR","DE",49.299724,9.824035,"","","",""
"H3145","Grubmühle",0.055,"","HROR","DE",48.838102,13.352298,"","","",""
"H3146","Silbermühle",0.055,"","HROR","DE",49.413225,12.420541,"","","",""
"H3147","KW Lochmühle",0.055,"","HROR","DE",47.68866,7.93968,"","","",""
"H3148","Hilpischmühle",0.055,"","HROR","DE",50.628167,7.970693,"","","",""
"H3149","Dreyse-Mühle Sömmerda",0.055,"","HROR","DE",51.161073,11.116073,"","","",""
"H1864","Zur Zur Hydroelectric Power Plant Poland - Zur Hydroelectric Power Plant Poland",7.898089172,"","HDAM","PL",53.5613,18.354,"","","",""
"H3150","WKA Deggingen Alleenweg",0.055,"","HROR","DE",48.35394,9.43156,"","","",""
"H3151","WKA Greitschütz",0.055,"","HROR","DE",51.145794,12.234119,"","","",""
"H3152","WKA Heibo",0.055,"","HROR","DE",48.867836,13.448393,"","","",""
"H3153","Wasserkraft Werk I",0.055,"","HROR","DE",47.851,12.123,"","","",""
"H3154","Burggrub",0.055,"","HROR","DE",49.827077,12.095821,"","","",""
"H3155","Kronau 1",0.055,"","HROR","DE",49.874025,11.994458,"","","",""
"H3156","Kleinwasserkraftanlage",0.055,"","HROR","DE",48.399,11.749,"","","",""
"H3157","WKA Fuchs",0.055,"","HROR","DE",48.978701,12.838802,"","","",""
"H3158","Wasserkraftwerk Grub",0.054,"","HROR","DE",49.677287,11.984296,"","","",""
"H3159","Wasserkraft",0.054,"","HROR","DE",49.771,11.004,"","","",""
"H316","Marckolsheim MARCKOLSHEIM - Marckolsheim Hydroelectric Power Station France",156.2,"","HROR","FR",48.15371,7.5898,22,18.148,"",""
"H3160","Wasserkraftwerk Wiesmühle in Glonn",0.053,"","HROR","DE",47.982105,11.863389,"","","",""
"H3161","Herschfelder Mühle",0.052,"","HROR","DE",50.334363,10.237375,"","","",""
"H3162","Rabenecker Mühle",0.052,"","HROR","DE",49.822791,11.325715,"","","",""
"H3163","Wasserkraftwerk Dreis",0.05,"","HROR","DE",49.93988,6.810129,"","","",""
"H3164","WKA Rieger",0.05,"","HROR","DE",47.439367,11.266718,"","","",""
"H3165","Wasserkraftwerk Obereinbuch",0.05,"","HROR","DE",49.010774,11.941806,"","","",""
"H3166","Wasserkraft Burggrub 28",0.05,"","HROR","DE",49.824882,12.098968,"","","",""
"H3167","Hammermühle",0.05,"","HROR","DE",49.076636,11.816349,"","","",""
"H3168","Wasserkraftanlage Katharinenthal",0.05,"","HROR","DE",49.389472,12.392978,"","","",""
"H3169","Beckmühle Aichach",0.05,"","HROR","DE",48.45503,11.123329,"","","",""
"H317","Caderousse CADEROUSSE - Caderousse Hydroelectric Power Station France",156,"","HROR","FR",44.09606,4.72329,25,47.5,"",""
"H3170","Wasserkraftwerk Mühle Münsa",0.05,"","HROR","DE",50.982927,12.474921,"","","",""
"H3171","Wasserkraftanlage Kocherstetten",0.05,"","HROR","DE",49.263297,9.757519,"","","",""
"H3172","Bruckmühle Wasserkraftanlage",0.05,"","HROR","DE",48.981032,12.992968,"","","",""
"H3173","Kraftwerk Eichenkofen",0.05,"","HROR","DE",48.345217,11.921901,"","","",""
"H3174","EW-Rosenau",0.05,"","HROR","DE",48.86514,13.418425,"","","",""
"H3175","Wasserkraft Gen2",0.05,"","HROR","DE",49.537,12.15,"","","",""
"H3176","Wasserkraft Gen2",0.05,"","HROR","DE",49.537,12.15,"","","",""
"H3177","G1",0.05,"","HROR","DE",48.605,13.112,"","","",""
"H3178","WKA Am Kurpark",0.04864,"","HROR","DE",48.971404,13.131156,"","","",""
"H3179","Beck WKA, Mühlwand an der Göltzsch",0.04854,"","HROR","DE",50.60295,12.283093,"","","",""
"H318","Ottmarsheim OTTMARSHEIM - Ottmarsheim Hydroelectric Power Station France",156,"","HROR","FR",47.77399,7.52246,"","","",""
"H3180","Wasserkraftwerk Engenthal",0.0485,"","HROR","DE",49.615364,11.543179,"","","",""
"H3181","Neuwerk",0.0485,"","HROR","DE",49.964,11.764,"","","",""
"H3182","Loitersdorfer Mühle",0.048,"","HROR","DE",48.548112,12.511896,"","","",""
"H3183","Allingwerk",0.048,"","HROR","DE",48.983967,11.978167,"","","",""
"H3184","Wallauer Mühle",0.048,"","HROR","DE",49.5053,9.0527,"","","",""
"H3185","Wassermühlenwerk Sterner",0.048,"","HROR","DE",50.702435,12.170549,"","","",""
"H3186","WKA Mochenwangen, T3 an der Schussen",0.048,"","HROR","DE",47.875001,9.636038,"","","",""
"H3187","Wasserfall",0.0465,"","HROR","DE",50.094101,11.763855,"","","",""
"H3188","WKA am Hochfallbach von Marianne Müller",0.04636,"","HROR","DE",49.095417,13.051055,"","","",""
"H319","Sällsjö",160,"","HDAM","SE",64.75066735,20.95279455,194,700,"",350
"H3190","WKA Mooshütte",0.045,"","HROR","DE",49.13631,13.12805,"","","",""
"H3191","Stauwerksanlage und Triebwerk an der Pegnitz in Enzendorf",0.045,"","HROR","DE",49.585,11.476,"","","",""
"H3192","Maschinenfabrik Schlenker",0.045,"","HROR","DE",48.203311,8.233781,"","","",""
"H3193","Schutter",0.045,"","HROR","DE",48.33396,7.916731,"","","",""
"H3194","Lumpenmühle",0.045,"","HROR","DE",48.160156,8.644773,"","","",""
"H3195","Wasserkraftwerk Straub",0.045,"","HROR","DE",48.132289,9.795827,"","","",""
"H3196","Trinkwasserturbine HB Burgbreite",0.045,"","HROR","DE",51.83977,10.799392,"","","",""
"H3197","Papiermühle",0.045,"","HROR","DE",50.721773,9.952288,"","","",""
"H3198","Wasserrad Chamerau",0.045,"","HROR","DE",49.197362,12.743825,"","","",""
"H3199","WKA Talsperre Rauschenbach",0.045,"","HROR","DE",50.695577,13.49828,"","","",""
"H32","Venda Nova III / Frades II",780,780,"HPHS","PT",41.692695,-8.027817,420,"","",1441
"H320","Midskog Vermunt Hydroelectric Power Plant Austria - Midskog Hydroelectric Power Plant Sweden",155,"","HDAM","SE",63.2411585,15.2339025,27,53,"",748
"H3200","WKA Elstertrebnitz",0.045,"","HROR","DE",51.152412,12.242922,"","","",""
"H3201","WKA Elstertrebnitz",0.045,"","HROR","DE",51.152412,12.242922,"","","",""
"H3202","WKA Elstertrebnitz",0.045,"","HROR","DE",51.152423,12.242914,"","","",""
"H3203","WKA Elstertrebnitz",0.045,"","HROR","DE",51.152423,12.242914,"","","",""
"H3204","Kreuztal",0.045,"","HROR","DE",47.62512,10.083089,"","","",""
"H3205","Wasserkraftanlage Wasserwiese",0.045,"","HROR","DE",48.89747,11.18073,"","","",""
"H3206","Generator",0.045,"","HROR","DE",49.603,7.503,"","","",""
"H3207","Gen 1",0.045,"","HROR","DE",47.827,9.649,"","","",""
"H3208","WKW",0.045,"","HROR","DE",51.191869,7.573315,"","","",""
"H3209","Kronau 5",0.045,"","HROR","DE",49.930113,11.999293,"","","",""
"H321","Kembs",155,"","HROR","CH",47.65495595,7.519415906,"","","",""
"H3210","EW2 Bammental",0.044,"","HROR","DE",49.357446,8.784578,"","","",""
"H3211","Wasser",0.043,"","HROR","DE",48.63,12.404,"","","",""
"H3212","E-Werk",0.043,"","HROR","DE",47.922708,12.836855,"","","",""
"H3213","E-Werk",0.043,"","HROR","DE",47.922708,12.836855,"","","",""
"H3214","E-Werk",0.043,"","HROR","DE",47.922708,12.836855,"","","",""
